workerid,proliferate.condition,attention,comments,id,response,sentence_a,sentence_b,shift_a,shift_b,slide_number_in_experiment,error
144,Group 24,,,342,5,Janet discussed about a large annual raise for her project with her new assigned economics team for stock predictions in the company.,Janet discussed with her new assigned economics team for stock predictions in the company about a large annual raise for her project.,0,1,15,
144,Group 24,,,287,5,Janet discussed about the disorganized project in the data for the analysis during the annual conference in Nepal for research endeavors.,Janet discussed during the annual conference in Nepal for research endeavors about the disorganized project in the data for the analysis.,0,1,16,
144,Group 24,,,39,1,Melissa made in her kitchen a multilevel sponge cake with pink bows.,Melissa made a multilevel sponge cake with pink bows in her kitchen.,0,1,17,
144,Group 24,,,11,2,Melissa gave at the ceremony a shiny gold winning trophy for her performance.,Melissa gave a shiny gold winning trophy for her performance at the ceremony.,0,1,18,
144,Group 24,0,,attention,,,,,,19,
144,Group 24,,,351,3,Janet chatted about a large raise for the budget for her project during the dedicated internal complaints meeting for speaking with HR about company funding.,Janet chatted during the dedicated internal complaints meeting for speaking with HR about company funding about a large raise for the budget for her project.,1,0,20,
144,Group 24,,,91,6,Melissa awarded at the ceremony a shiny winning trophy for her performance.,Melissa awarded a shiny winning trophy for her performance at the ceremony.,1,0,21,
144,Group 24,,,329,6,Janet went in a big heavy loaded truck from the military to advanced economics class in the downtown campus.,Janet went to advanced economics class in the downtown campus in a big heavy loaded truck from the military.,1,0,22,
144,Group 24,,,358,6,Janet went with a large cheap van with space to the crowded folk music concert in the stadium on fourth street.,Janet went to the crowded folk music concert in the stadium on fourth street with a large cheap van with space.,1,0,23,
144,Group 24,0,,attention,,,,,,24,
144,Group 24,,,42,1,Melissa baked over the weekend a multilevel blue vanilla cake with her name with pink bows.,Melissa baked a multilevel blue vanilla cake with her name with pink bows over the weekend.,0,1,25,
144,Group 24,,,482,5,John brought up the Chrome browser window with the questionnaire with his information for applying to college.,John brought the Chrome browser window with the questionnaire with his information for applying to college up.,0,1,26,
144,Group 24,,,114,1,Melissa baked in her kitchen a multilevel cake with her name in green frosting.,Melissa baked a multilevel cake with her name in green frosting in her kitchen.,0,1,27,
144,Group 24,,,97,1,Melissa made for the party fresh vegan muffins with egg substitute.,Melissa made fresh vegan muffins with egg substitute for the party.,0,1,28,
144,Group 24,0,,attention,,,,,,29,
119,Group 24,,,example1,3,,,,,2,
119,Group 24,,,example2,6,,,,,3,
119,Group 24,,,287,5,Janet discussed about the disorganized project in the data for the analysis during the annual conference in Nepal for research endeavors.,Janet discussed during the annual conference in Nepal for research endeavors about the disorganized project in the data for the analysis.,0,1,5,
119,Group 24,,,150,7,John shipped pink flowers with trimmed stems to his roommate from Dubai.,John shipped his roommate from Dubai pink flowers with trimmed stems.,0,1,6,
119,Group 24,,,110,3,Melissa enjoyed during the day strenuous courses for her graduate program on astronomy under the famous professor.,Melissa enjoyed strenuous courses for her graduate program on astronomy under the famous professor during the day.,0,1,7,
119,Group 24,,,42,4,Melissa baked over the weekend a multilevel blue vanilla cake with her name with pink bows.,Melissa baked a multilevel blue vanilla cake with her name with pink bows over the weekend.,0,1,8,
119,Group 24,0,,attention,,,,,,9,
119,Group 24,,,284,1,Janet went in a heavy loaded truck from the military to advanced graduate class on the second floor.,Janet went to advanced graduate class on the second floor in a heavy loaded truck from the military.,1,0,10,
119,Group 24,,,283,4,Janet ate at the mall with Emily.,Janet ate with Emily at the mall.,1,0,11,
119,Group 24,,,351,5,Janet chatted about a large raise for the budget for her project during the dedicated internal complaints meeting for speaking with HR about company funding.,Janet chatted during the dedicated internal complaints meeting for speaking with HR about company funding about a large raise for the budget for her project.,1,0,12,
119,Group 24,,,218,4,John built a speed boat for his kind disabled parents.,John built his kind disabled parents a speed boat.,1,0,13,
119,Group 24,0,,attention,,,,,,14,
119,Group 24,,,358,2,Janet went with a large cheap van with space to the crowded folk music concert in the stadium on fourth street.,Janet went to the crowded folk music concert in the stadium on fourth street with a large cheap van with space.,0,1,15,
119,Group 24,,,91,1,Melissa awarded at the ceremony a shiny winning trophy for her performance.,Melissa awarded a shiny winning trophy for her performance at the ceremony.,0,1,16,
119,Group 24,,,97,1,Melissa made for the party fresh vegan muffins with egg substitute.,Melissa made fresh vegan muffins with egg substitute for the party.,0,1,17,
119,Group 24,,,39,6,Melissa made in her kitchen a multilevel sponge cake with pink bows.,Melissa made a multilevel sponge cake with pink bows in her kitchen.,0,1,18,
119,Group 24,0,,attention,,,,,,19,
119,Group 24,,,342,6,Janet discussed about a large annual raise for her project with her new assigned economics team for stock predictions in the company.,Janet discussed with her new assigned economics team for stock predictions in the company about a large annual raise for her project.,1,0,20,
119,Group 24,,,329,7,Janet went in a big heavy loaded truck from the military to advanced economics class in the downtown campus.,Janet went to advanced economics class in the downtown campus in a big heavy loaded truck from the military.,1,0,21,
119,Group 24,,,482,3,John brought up the Chrome browser window with the questionnaire with his information for applying to college.,John brought the Chrome browser window with the questionnaire with his information for applying to college up.,1,0,22,
119,Group 24,,,11,6,Melissa gave at the ceremony a shiny gold winning trophy for her performance.,Melissa gave a shiny gold winning trophy for her performance at the ceremony.,1,0,23,
119,Group 24,0,,attention,,,,,,24,
119,Group 24,,,493,7,John pointed out the intricate design detail on the roof of the cathedral.,John pointed the intricate design detail on the roof of the cathedral out.,0,1,25,
119,Group 24,,,244,1,John showed the Baroque building with the dome by the famous artist to the crowded group from America.,John showed the crowded group from America the Baroque building with the dome by the famous artist.,0,1,26,
119,Group 24,,,54,1,Melissa made for the party a multilevel vanilla cake with her name in green frosting.,Melissa made a multilevel vanilla cake with her name in green frosting for the party.,0,1,27,
119,Group 24,,,114,1,Melissa baked in her kitchen a multilevel cake with her name in green frosting.,Melissa baked a multilevel cake with her name in green frosting in her kitchen.,0,1,28,
119,Group 24,0,,attention,,,,,,29,
93,Group 25,,,example1,2,,,,,2,
93,Group 25,,,example2,7,,,,,3,
93,Group 25,,"The word up is placed in a much better order, it sounds a lot less clunky. ",480,7,John brought up the glitchy browser window with his information for applying to college.,John brought the glitchy browser window with his information for applying to college up.,0,1,5,
93,Group 25,,"‘Old sweet friend,’ sounds very clunky in sentence B.",27,1,Melissa saw after the party her old sweet friend from high school.,Melissa saw her old sweet friend from high school after the party.,0,1,6,
93,Group 25,,Sentence B flows much better.,446,7,John brought in the nervous guilty suspect from the tech store.,John brought the nervous guilty suspect from the tech store in.,0,1,7,
93,Group 25,,Sentence A is better because you learn much quicker who Janet is talking with. ,367,1,Janet chatted about Sheila from the next cubicle on the second floor to her sweet quiet friend in Nebraska.,Janet chatted to her sweet quiet friend in Nebraska about Sheila from the next cubicle on the second floor.,0,1,8,
93,Group 25,0,,attention,,,,,,9,
93,Group 25,,,96,7,Melissa saw in the store her sweet estranged friend from high school.,Melissa saw her sweet estranged friend from high school in the store.,1,0,10,
93,Group 25,,,227,1,John showed his expensive handmade outfit from the designer to his longtime friend from Michigan.,John showed his longtime friend from Michigan his expensive handmade outfit from the designer.,1,0,11,
